pokedex_number,name,abilities,weight_kg,height_m,type1,type2,generation,is_legendary,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,classfication,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
373,Salamence,"['Intimidate', 'Moxie']",102.6,1.5,dragon,flying,3,0,95,145,130,120,90,120,700,45.0,Dragon Pokémon,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
374,Beldum,"['Clear Body', 'Light Metal']",95.2,0.6,steel,psychic,3,0,40,55,80,35,60,30,300,3.0,Iron Ball Pokémon,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
375,Metang,"['Clear Body', 'Light Metal']",202.5,1.2,steel,psychic,3,0,60,75,100,55,80,50,420,3.0,Iron Claw Pokémon,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
376,Metagross,"['Clear Body', 'Light Metal']",550.0,1.6,steel,psychic,3,0,80,145,150,105,110,110,700,3.0,Iron Leg Pokémon,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
377,Regirock,"['Clear Body', 'Sturdy']",230.0,1.7,rock,,3,1,80,100,200,50,100,50,580,3.0,Rock Peak Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
378,Regice,"['Clear Body', 'Ice Body']",175.0,1.8,ice,,3,1,80,50,100,100,200,50,580,3.0,Iceberg Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
379,Registeel,"['Clear Body', 'Light Metal']",205.0,1.9,steel,,3,1,80,75,150,75,150,50,580,3.0,Iron Pokémon,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
380,Latias,['Levitate'],40.0,1.4,dragon,psychic,3,1,80,100,120,140,150,110,700,3.0,Eon Pokémon,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
381,Latios,['Levitate'],60.0,2.0,dragon,psychic,3,1,80,130,100,160,120,110,700,3.0,Eon Pokémon,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
382,Kyogre,['Drizzle'],352.0,4.5,water,,3,1,100,150,90,180,160,90,770,3.0,Sea Basin Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
383,Groudon,['Drought'],950.0,3.5,ground,,3,1,100,180,160,150,90,90,770,3.0,Continent Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
384,Rayquaza,['Air Lock'],206.5,7.0,dragon,flying,3,1,105,180,100,180,100,115,780,45.0,Sky High Pokémon,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
385,Jirachi,['Serene Grace'],1.1,0.3,steel,psychic,3,1,100,100,100,100,100,100,600,3.0,Wish Pokémon,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
386,Deoxys,['Pressure'],60.8,1.7,psychic,,3,1,50,95,90,95,90,180,600,3.0,DNA Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
387,Turtwig,"['Overgrow', 'Shell Armor']",10.2,0.4,grass,,4,0,55,68,64,45,55,31,318,45.0,Tiny Leaf Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
388,Grotle,"['Overgrow', 'Shell Armor']",97.0,1.1,grass,,4,0,75,89,85,55,65,36,405,45.0,Grove Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
389,Torterra,"['Overgrow', 'Shell Armor']",310.0,2.2,grass,ground,4,0,95,109,105,75,85,56,525,45.0,Continent Pokémon,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0
390,Chimchar,"['Blaze', 'Iron Fist']",6.2,0.5,fire,,4,0,44,58,44,58,44,61,309,45.0,Chimp Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
391,Monferno,"['Blaze', 'Iron Fist']",22.0,0.9,fire,fighting,4,0,64,78,52,78,52,81,405,45.0,Playful Pokémon,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
392,Infernape,"['Blaze', 'Iron Fist']",55.0,1.2,fire,fighting,4,0,76,104,71,104,71,108,534,45.0,Flame Pokémon,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
393,Piplup,"['Torrent', 'Defiant']",5.2,0.4,water,,4,0,53,51,53,61,56,40,314,45.0,Penguin Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
394,Prinplup,"['Torrent', 'Defiant']",23.0,0.8,water,,4,0,64,66,68,81,76,50,405,45.0,Penguin Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
395,Empoleon,"['Torrent', 'Defiant']",84.5,1.7,water,steel,4,0,84,86,88,111,101,60,530,45.0,Emperor Pokémon,0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5
396,Starly,"['Keen Eye', 'Reckless']",2.0,0.3,normal,flying,4,0,40,55,30,30,30,60,245,255.0,Starling Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
397,Staravia,"['Intimidate', 'Reckless']",15.5,0.6,normal,flying,4,0,55,75,50,40,40,80,340,120.0,Starling Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
398,Staraptor,"['Intimidate', 'Reckless']",24.9,1.2,normal,flying,4,0,85,120,70,50,60,100,485,45.0,Predator Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
399,Bidoof,"['Simple', 'Unaware', 'Moody']",20.0,0.5,normal,,4,0,59,45,40,35,40,31,250,255.0,Plump Mouse Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
400,Bibarel,"['Simple', 'Unaware', 'Moody']",31.5,1.0,normal,water,4,0,79,85,60,55,60,71,410,127.0,Beaver Pokémon,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
401,Kricketot,"['Shed Skin', 'Run Away']",2.2,0.3,bug,,4,0,37,25,41,25,41,25,194,255.0,Cricket Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
402,Kricketune,"['Swarm', 'Technician']",25.5,1.0,bug,,4,0,77,85,51,55,51,65,384,45.0,Cricket Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
403,Shinx,"['Rivalry', 'Intimidate', 'Guts']",9.5,0.5,electric,,4,0,45,65,34,40,34,45,263,235.0,Flash Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
404,Luxio,"['Rivalry', 'Intimidate', 'Guts']",30.5,0.9,electric,,4,0,60,85,49,60,49,60,363,120.0,Spark Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
405,Luxray,"['Rivalry', 'Intimidate', 'Guts']",42.0,1.4,electric,,4,0,80,120,79,95,79,70,523,45.0,Gleam Eyes Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
406,Budew,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.2,0.2,grass,poison,4,0,40,30,35,50,70,55,280,255.0,Bud Pokémon,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
407,Roserade,"['Natural Cure', 'Poison Point', 'Technician']",14.5,0.9,grass,poison,4,0,60,70,65,125,105,90,515,75.0,Bouquet Pokémon,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
408,Cranidos,"['Mold Breaker', 'Sheer Force']",31.5,0.9,rock,,4,0,67,125,40,30,30,58,350,45.0,Head Butt Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
409,Rampardos,"['Mold Breaker', 'Sheer Force']",102.5,1.6,rock,,4,0,97,165,60,65,50,58,495,45.0,Head Butt Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
410,Shieldon,"['Sturdy', 'Soundproof']",57.0,0.5,rock,steel,4,0,30,42,118,42,88,30,350,45.0,Shield Pokémon,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
411,Bastiodon,"['Sturdy', 'Soundproof']",149.5,1.3,rock,steel,4,0,60,52,168,47,138,30,495,45.0,Shield Pokémon,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
412,Burmy,"['Shed Skin', 'Overcoat']",3.4,0.2,bug,,4,0,40,29,45,29,45,36,224,120.0,Bagworm Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
413,Wormadam,"['Anticipation', 'Overcoat']",6.5,0.5,bug,grass,4,0,60,69,95,69,95,36,424,45.0,Bagworm Pokémon,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
414,Mothim,"['Swarm', 'Tinted Lens']",23.3,0.9,bug,flying,4,0,70,94,50,94,50,66,424,45.0,Moth Pokémon,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
415,Combee,"['Honey Gather', 'Hustle']",5.5,0.3,bug,flying,4,0,30,30,42,30,42,70,244,120.0,Tiny Bee Pokémon,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
416,Vespiquen,"['Pressure', 'Unnerve']",38.5,1.2,bug,flying,4,0,70,80,102,80,102,40,474,45.0,Beehive Pokémon,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
417,Pachirisu,"['Run Away', 'Pickup', 'Volt Absorb']",3.9,0.4,electric,,4,0,60,45,70,45,90,95,405,200.0,EleSquirrel Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
418,Buizel,"['Swift Swim', 'Water Veil']",29.5,0.7,water,,4,0,55,65,35,60,30,85,330,190.0,Sea Weasel Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
419,Floatzel,"['Swift Swim', 'Water Veil']",33.5,1.1,water,,4,0,85,105,55,85,50,115,495,75.0,Sea Weasel Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
420,Cherubi,['Chlorophyll'],3.3,0.4,grass,,4,0,45,35,45,62,53,35,275,190.0,Cherry Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
421,Cherrim,['Flower Gift'],9.3,0.5,grass,,4,0,70,60,70,87,78,85,450,75.0,Blossom Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
422,Shellos,"['Sticky Hold', 'Storm Drain', 'Sand Force']",6.3,0.3,water,,4,0,76,48,48,57,62,34,325,190.0,Sea Slug Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
423,Gastrodon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",29.9,0.9,water,ground,4,0,111,83,68,92,82,39,475,75.0,Sea Slug Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
424,Ambipom,"['Technician', 'Pickup', 'Skill Link']",20.3,1.2,normal,,4,0,75,100,66,60,66,115,482,45.0,Long Tail Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
425,Drifloon,"['Aftermath', 'Unburden', 'Flare Boost']",1.2,0.4,ghost,flying,4,0,90,50,34,60,44,70,348,125.0,Balloon Pokémon,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
426,Drifblim,"['Aftermath', 'Unburden', 'Flare Boost']",15.0,1.2,ghost,flying,4,0,150,80,44,90,54,80,498,60.0,Blimp Pokémon,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
427,Buneary,"['Run Away', 'Klutz', 'Limber']",5.5,0.4,normal,,4,0,55,66,44,44,56,85,350,190.0,Rabbit Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
428,Lopunny,"['Cute Charm', 'Klutz', 'Limber']",33.3,1.2,normal,,4,0,65,136,94,54,96,135,580,60.0,Rabbit Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
429,Mismagius,['Levitate'],4.4,0.9,ghost,,4,0,60,60,60,105,105,105,495,45.0,Magical Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
430,Honchkrow,"['Insomnia', 'Super Luck', 'Moxie']",27.3,0.9,dark,flying,4,0,100,125,52,105,52,71,505,30.0,Big Boss Pokémon,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
431,Glameow,"['Limber', 'Own Tempo', 'Keen Eye']",3.9,0.5,normal,,4,0,49,55,42,42,37,85,310,190.0,Catty Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
432,Purugly,"['Thick Fat', 'Own Tempo', 'Defiant']",43.8,1.0,normal,,4,0,71,82,64,64,59,112,452,75.0,Tiger Cat Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
433,Chingling,['Levitate'],0.6,0.2,psychic,,4,0,45,30,50,65,50,45,285,120.0,Bell Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
434,Stunky,"['Stench', 'Aftermath', 'Keen Eye']",19.2,0.4,poison,dark,4,0,63,63,47,41,41,74,329,225.0,Skunk Pokémon,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
435,Skuntank,"['Stench', 'Aftermath', 'Keen Eye']",38.0,1.0,poison,dark,4,0,103,93,67,71,61,84,479,60.0,Skunk Pokémon,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
436,Bronzor,"['Levitate', 'Heatproof', 'Heavy Metal']",60.5,0.5,steel,psychic,4,0,57,24,86,24,86,23,300,255.0,Bronze Pokémon,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
437,Bronzong,"['Levitate', 'Heatproof', 'Heavy Metal']",187.0,1.3,steel,psychic,4,0,67,89,116,79,116,33,500,90.0,Bronze Bell Pokémon,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
438,Bonsly,"['Sturdy', 'Rock Head', 'Rattled']",15.0,0.5,rock,,4,0,50,80,95,10,45,10,290,255.0,Bonsai Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
439,Mime Jr.,"['Soundproof', 'Filter', 'Technician']",13.0,0.6,psychic,fairy,4,0,20,25,45,70,90,60,310,145.0,Mime Pokémon,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
440,Happiny,"['Natural Cure', 'Serene Grace', 'Friend Guard']",24.4,0.6,normal,,4,0,100,5,5,15,65,30,220,130.0,Playhouse Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
441,Chatot,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",1.9,0.5,normal,flying,4,0,76,65,45,92,42,91,411,30.0,Music Note Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
442,Spiritomb,"['Pressure', 'Infiltrator']",108.0,1.0,ghost,dark,4,0,50,92,108,92,108,35,485,100.0,Forbidden Pokémon,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
443,Gible,"['Sand Veil', 'Rough Skin']",20.5,0.7,dragon,ground,4,0,58,70,45,40,45,42,300,45.0,Land Shark Pokémon,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
444,Gabite,"['Sand Veil', 'Rough Skin']",56.0,1.4,dragon,ground,4,0,68,90,65,50,55,82,410,45.0,Cave Pokémon,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
445,Garchomp,"['Sand Veil', 'Rough Skin']",95.0,1.9,dragon,ground,4,0,108,170,115,120,95,92,700,45.0,Mach Pokémon,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
446,Munchlax,"['Pickup', 'Thick Fat', 'Gluttony']",105.0,0.6,normal,,4,0,135,85,40,40,85,5,390,50.0,Big Eater Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
447,Riolu,"['Steadfast', 'Inner Focus', 'Prankster']",20.2,0.7,fighting,,4,0,40,70,40,35,40,60,285,75.0,Emanation Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
448,Lucario,"['Steadfast', 'Inner Focus', 'Justified']",54.0,1.2,fighting,steel,4,0,70,145,88,140,70,112,625,45.0,Aura Pokémon,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
449,Hippopotas,"['Sand Stream', 'Sand Force']",49.5,0.8,ground,,4,0,68,72,78,38,42,32,330,140.0,Hippo Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
450,Hippowdon,"['Sand Stream', 'Sand Force']",300.0,2.0,ground,,4,0,108,112,118,68,72,47,525,60.0,Heavyweight Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
451,Skorupi,"['Battle Armor', 'Sniper', 'Keen Eye']",12.0,0.8,poison,bug,4,0,40,50,90,30,55,65,330,120.0,Scorpion Pokémon,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
452,Drapion,"['Battle Armor', 'Sniper', 'Keen Eye']",61.5,1.3,poison,dark,4,0,70,90,110,60,75,95,500,45.0,Ogre Scorp Pokémon,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
453,Croagunk,"['Anticipation', 'Dry Skin', 'Poison Touch']",23.0,0.7,poison,fighting,4,0,48,61,40,61,40,50,300,140.0,Toxic Mouth Pokémon,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
454,Toxicroak,"['Anticipation', 'Dry Skin', 'Poison Touch']",44.4,1.3,poison,fighting,4,0,83,106,65,86,65,85,490,75.0,Toxic Mouth Pokémon,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
455,Carnivine,['Levitate'],27.0,1.4,grass,,4,0,74,100,72,90,72,46,454,200.0,Bug Catcher Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
456,Finneon,"['Swift Swim', 'Storm Drain', 'Water Veil']",7.0,0.4,water,,4,0,49,49,56,49,61,66,330,190.0,Wing Fish Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
457,Lumineon,"['Swift Swim', 'Storm Drain', 'Water Veil']",24.0,1.2,water,,4,0,69,69,76,69,86,91,460,75.0,Neon Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
458,Mantyke,"['Swift Swim', 'Water Absorb', 'Water Veil']",65.0,1.0,water,flying,4,0,45,20,50,60,120,50,345,25.0,Kite Pokémon,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
459,Snover,"['Snow Warning', 'Soundproof']",50.5,1.0,grass,ice,4,0,60,62,50,62,60,40,334,120.0,Frosted Tree Pokémon,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
460,Abomasnow,"['Snow Warning', 'Soundproof']",135.5,2.2,grass,ice,4,0,90,132,105,132,105,30,594,60.0,Frosted Tree Pokémon,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
461,Weavile,"['Pressure', 'Pickpocket']",34.0,1.1,dark,ice,4,0,70,120,65,45,85,125,510,45.0,Sharp Claw Pokémon,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
462,Magnezone,"['Magnet Pull', 'Sturdy', 'Analytic']",180.0,1.2,electric,steel,4,0,70,70,115,130,90,60,535,30.0,Magnet Area Pokémon,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0
463,Lickilicky,"['Own Tempo', 'Oblivious', 'Cloud Nine']",140.0,1.7,normal,,4,0,110,85,95,80,95,50,515,30.0,Licking Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
464,Rhyperior,"['Lightningrod', 'Solid Rock', 'Reckless']",282.8,2.4,ground,rock,4,0,115,140,130,55,55,40,535,30.0,Drill Pokémon,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
465,Tangrowth,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",128.6,2.0,grass,,4,0,100,100,125,110,50,50,535,30.0,Vine Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
466,Electivire,"['Motor Drive', 'Vital Spirit']",138.6,1.8,electric,,4,0,75,123,67,95,85,95,540,30.0,Thunderbolt Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
467,Magmortar,"['Flame Body', 'Vital Spirit']",68.0,1.6,fire,,4,0,75,95,67,125,95,83,540,30.0,Blast Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
